age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
42;blue-collar;single;tertiary;no;2700;no;no;unknown;24;oct;51;3;67;-4;unknown;yes
45;entrepreneur;single;tertiary;no;6488;yes;no;cellular;7;dec;100;4;79;3;unknown;no
26;services;married;secondary;no;4;yes;no;cellular;28;jul;201;2;-1;0;unknown;no
71;management;single;secondary;no;1509;yes;no;cellular;16;aug;201;0;161;0;unknown;yes
38;housemaid;single;unknown;no;5069;no;no;unknown;20;dec;-30;3;104;6;unknown;no
23;self-employed;single;tertiary;no;810;yes;no;cellular;15;oct;1018;1;41;0;unknown;yes
80;retired;married;primary;no;594;no;no;telephone;10;may;128;2;-1;0;unknown;no
42;management;single;secondary;no;4676;yes;no;cellular;25;jun;942;0;-158;-1;success;yes
61;technician;married;tertiary;no;1263;no;no;telephone;18;feb;176;4;-1;0;unknown;no
33;admin.;single;secondary;no;4193;no;no;unknown;24;jul;716;0;37;4;unknown;yes
38;retired;married;secondary;no;-1123;yes;no;unknown;29;aug;761;1;-83;1;unknown;no
28;services;single;secondary;no;47;no;no;cellular;22;jul;405;2;-1;0;unknown;no
26;technician;single;tertiary;no;1923;yes;no;unknown;12;may;271;1;-48;1;unknown;yes
55;technician;married;secondary;no;2190;yes;no;cellular;22;may;233;9;22;4;unknown;no
51;management;divorced;tertiary;no;1762;no;no;unknown;10;jun;294;5;-1;-3;unknown;yes
39;management;married;tertiary;no;119;yes;no;cellular;1;sep;265;2;476;4;success;yes
45;management;married;tertiary;no;5919;no;no;unknown;17;jul;133;-2;-58;4;other;yes
31;services;married;tertiary;no;585;yes;yes;unknown;20;may;272;2;-1;0;unknown;no
36;management;married;tertiary;no;2919;no;no;unknown;19;jun;148;7;20;-2;unknown;yes
48;self-employed;married;tertiary;no;147;no;yes;cellular;28;jul;295;4;-1;0;unknown;no
48;admin.;married;secondary;no;1096;yes;no;unknown;18;jun;213;5;-1;0;unknown;no
35;entrepreneur;married;secondary;no;8592;no;no;unknown;20;aug;481;1;11;1;unknown;no
26;technician;single;tertiary;no;1097;no;no;cellular;14;aug;530;3;332;1;unknown;yes
31;entrepreneur;divorced;secondary;no;4268;yes;no;telephone;34;may;154;5;91;4;unknown;no
56;unknown;married;secondary;no;-1424;yes;no;cellular;7;may;-171;0;236;2;other;yes
55;management;divorced;tertiary;no;720;yes;no;unknown;18;jun;187;6;87;-1;unknown;no
55;entrepreneur;single;secondary;no;2665;no;no;unknown;32;may;98;1;56;-1;unknown;yes
53;unknown;married;tertiary;no;938;yes;no;cellular;17;may;224;0;54;0;failure;no
46;unknown;married;tertiary;no;2284;yes;no;unknown;11;jun;516;-1;-105;0;unknown;no
35;blue-collar;married;secondary;no;535;yes;no;unknown;30;may;265;3;-1;0;unknown;no
60;management;single;tertiary;no;-3714;yes;no;unknown;1;jun;-69;4;106;0;unknown;yes
53;self-employed;married;secondary;no;2305;no;no;cellular;17;may;257;-2;-163;0;unknown;no
31;management;single;tertiary;no;935;no;no;cellular;31;jul;64;5;-1;0;unknown;no
35;technician;single;tertiary;no;1129;no;no;unknown;14;dec;9;2;-60;-1;unknown;yes
43;unemployed;divorced;unknown;no;4004;no;no;unknown;-1;may;160;5;15;2;unknown;no
38;blue-collar;married;unknown;no;790;no;no;unknown;11;aug;315;7;-20;0;unknown;yes
53;blue-collar;married;tertiary;no;-2095;no;no;unknown;7;may;101;2;22;3;other;yes
30;technician;single;secondary;no;160;no;no;cellular;14;aug;90;2;-1;0;unknown;no
25;management;married;secondary;no;2830;yes;no;cellular;10;nov;664;2;-27;2;unknown;yes
28;technician;married;tertiary;no;-3672;no;yes;unknown;22;jun;-165;6;3;1;unknown;no
51;unknown;single;tertiary;no;1174;yes;no;cellular;5;dec;478;5;184;-1;unknown;no
51;retired;single;tertiary;no;621;yes;no;cellular;9;may;227;2;-182;-2;unknown;no
43;blue-collar;married;tertiary;no;-3486;no;no;cellular;20;aug;408;2;29;-4;unknown;no
23;entrepreneur;single;secondary;no;-2373;no;no;cellular;5;oct;300;4;100;1;failure;no
40;management;divorced;tertiary;no;-78;yes;no;unknown;27;may;67;4;-1;0;unknown;no
29;entrepreneur;married;tertiary;no;2924;no;no;unknown;11;aug;531;0;-8;-1;unknown;no
27;technician;single;secondary;no;2;yes;yes;cellular;6;may;554;2;356;1;failure;yes
59;management;single;tertiary;no;9273;yes;no;unknown;12;aug;194;0;-29;2;unknown;no
35;blue-collar;married;tertiary;no;5680;no;no;cellular;15;jun;120;6;75;-1;unknown;yes
24;blue-collar;single;secondary;no;0;yes;no;unknown;4;jun;204;1;-1;0;unknown;no
42;entrepreneur;married;primary;yes;797;no;no;unknown;16;may;-84;5;78;-1;unknown;no
43;unemployed;married;primary;no;731;no;no;cellular;29;jul;360;4;-1;0;unknown;no
51;self-employed;married;tertiary;no;1622;yes;no;unknown;28;jun;378;3;-67;1;unknown;yes
45;unknown;married;secondary;no;2048;yes;yes;cellular;16;jun;200;1;39;0;other;yes
30;services;single;secondary;no;177;yes;no;cellular;18;may;187;4;356;2;other;no
44;management;divorced;secondary;yes;-1443;no;no;unknown;20;may;427;-2;134;1;unknown;yes
55;self-employed;married;tertiary;no;1810;yes;no;cellular;13;may;296;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;53;yes;yes;cellular;6;feb;459;1;-1;0;unknown;no
26;blue-collar;single;secondary;no;188;yes;yes;cellular;21;jul;46;1;-1;0;unknown;no
44;management;married;unknown;no;-2463;yes;no;unknown;2;jun;144;1;93;-1;unknown;no
52;technician;married;tertiary;no;1427;yes;yes;telephone;2;may;162;2;-104;-1;unknown;no
67;entrepreneur;married;tertiary;no;4537;no;no;telephone;26;may;89;-5;33;0;failure;no
27;entrepreneur;married;tertiary;no;2143;no;no;unknown;8;may;-1;-3;14;1;unknown;no
42;blue-collar;married;secondary;no;-336;yes;no;cellular;14;jul;151;2;-1;0;unknown;no
35;technician;married;tertiary;no;14232;yes;no;cellular;18;nov;372;2;-1;0;unknown;no
42;unknown;married;tertiary;no;-582;no;no;unknown;8;jan;260;6;186;0;failure;yes
52;entrepreneur;married;tertiary;no;3098;yes;no;unknown;14;jul;654;4;127;4;unknown;no
37;technician;single;tertiary;no;2849;no;yes;cellular;41;jul;98;2;-10;0;unknown;no
41;entrepreneur;married;secondary;no;4547;yes;no;unknown;12;may;314;4;199;4;unknown;yes
37;unknown;married;tertiary;no;1200;no;yes;unknown;22;mar;228;4;74;5;unknown;no
29;self-employed;married;unknown;no;4965;no;yes;cellular;23;aug;403;6;81;2;unknown;yes
36;technician;divorced;secondary;no;1;no;no;cellular;8;aug;1242;3;-1;0;unknown;yes
32;technician;single;tertiary;no;1562;yes;no;cellular;9;jun;155;6;41;1;unknown;yes
47;unknown;married;secondary;no;74;no;no;cellular;8;aug;88;2;-1;0;unknown;no
45;management;married;tertiary;no;-2487;yes;no;cellular;0;jul;37;6;57;1;unknown;yes
29;management;married;secondary;no;898;yes;no;unknown;21;may;607;5;102;-1;unknown;no
47;unemployed;divorced;secondary;no;176;no;no;unknown;19;jun;91;2;-1;0;unknown;no
30;self-employed;single;tertiary;no;916;no;no;cellular;29;mar;92;2;90;2;success;yes
42;technician;single;tertiary;no;-43;no;no;unknown;12;may;248;2;110;5;unknown;no
50;technician;married;secondary;no;-3159;no;no;unknown;7;jun;230;6;152;0;unknown;no
45;admin.;married;secondary;no;-21;no;no;cellular;27;dec;639;6;-177;-1;unknown;yes
40;self-employed;married;unknown;no;4389;no;no;cellular;23;jun;462;2;215;0;unknown;no
54;services;married;tertiary;no;-2675;yes;no;cellular;15;jul;225;2;-30;1;unknown;yes
45;blue-collar;single;tertiary;no;409;no;no;telephone;18;may;119;6;-162;0;unknown;yes
45;management;married;tertiary;no;6172;no;no;cellular;12;may;370;0;69;0;unknown;no
29;services;married;tertiary;no;2180;yes;no;unknown;11;jul;160;6;108;0;success;yes
45;entrepreneur;single;secondary;no;2486;yes;no;cellular;8;may;488;-1;110;-1;unknown;yes
35;blue-collar;married;primary;no;113;yes;no;cellular;14;may;318;3;-1;0;unknown;no
44;blue-collar;married;tertiary;no;3301;yes;no;cellular;19;sep;135;2;-9;0;failure;no
52;management;married;tertiary;no;1165;yes;no;unknown;13;feb;478;2;-119;-1;unknown;yes
32;services;married;secondary;no;687;no;no;cellular;14;may;415;3;296;2;other;no
29;technician;married;unknown;no;3288;yes;no;cellular;5;dec;354;-1;29;-3;unknown;no
55;unknown;married;unknown;no;5451;yes;yes;cellular;25;may;64;-1;-83;-2;unknown;no
54;retired;single;primary;no;466;no;no;cellular;5;jun;151;2;-1;0;unknown;no
50;self-employed;married;secondary;no;3025;no;yes;cellular;6;aug;168;3;-1;0;unknown;no
40;entrepreneur;single;tertiary;no;1123;no;no;cellular;25;nov;334;1;75;-2;unknown;yes
19;technician;married;tertiary;no;-2649;no;yes;unknown;29;jun;67;8;46;0;unknown;yes
39;management;married;tertiary;no;-397;no;no;unknown;22;may;39;1;224;7;unknown;no
35;blue-collar;married;secondary;no;5820;yes;no;unknown;18;jun;307;2;133;2;unknown;yes
14;technician;divorced;secondary;no;-1593;no;no;unknown;-1;aug;274;0;102;-1;failure;yes
33;admin.;single;tertiary;no;146;no;no;cellular;22;oct;380;1;91;3;success;yes
38;admin.;married;secondary;no;1767;yes;no;cellular;9;jul;483;4;239;7;success;yes
49;unknown;single;secondary;no;-761;yes;no;unknown;24;aug;557;0;109;0;unknown;no
53;unknown;married;tertiary;no;-187;no;no;unknown;16;oct;273;0;181;-1;unknown;yes
47;technician;single;secondary;no;80;yes;no;cellular;16;jul;169;5;-1;0;unknown;no
39;entrepreneur;married;secondary;yes;0;no;no;unknown;6;jun;119;4;-1;0;unknown;no
62;entrepreneur;married;secondary;no;3904;no;no;telephone;29;jan;403;2;-1;0;unknown;yes
46;technician;divorced;primary;no;7286;yes;no;unknown;13;may;187;2;55;2;unknown;yes
29;technician;single;tertiary;no;8980;no;no;unknown;-4;jun;146;0;104;0;unknown;no
50;technician;married;tertiary;no;1927;yes;no;unknown;12;aug;477;2;-7;2;unknown;yes
26;housemaid;married;secondary;no;-759;yes;no;cellular;11;jul;191;1;-1;0;unknown;no
47;unknown;single;tertiary;no;3031;no;no;telephone;33;may;-243;6;-13;6;unknown;no
34;admin.;married;secondary;no;804;yes;no;cellular;23;jul;256;9;-1;0;unknown;no
44;blue-collar;divorced;unknown;no;-6027;yes;no;unknown;24;dec;472;0;24;2;unknown;yes
61;unemployed;divorced;secondary;no;236;no;no;unknown;15;apr;455;1;71;3;unknown;yes
24;admin.;married;secondary;no;541;yes;no;unknown;5;jun;622;4;-1;0;unknown;no
26;services;married;tertiary;no;-1461;no;no;unknown;14;nov;554;1;-7;-1;failure;no
41;technician;single;secondary;no;6445;no;no;unknown;12;may;405;-1;99;3;unknown;yes
51;technician;single;tertiary;no;2327;no;yes;telephone;14;aug;207;0;125;3;unknown;no
41;self-employed;married;tertiary;no;3047;yes;no;cellular;27;jan;194;0;-99;-1;failure;yes
29;entrepreneur;married;secondary;no;3128;no;no;cellular;32;aug;73;8;250;2;unknown;no
27;entrepreneur;married;tertiary;no;6169;yes;no;cellular;14;jun;236;0;-64;0;unknown;yes
46;management;single;tertiary;no;-563;no;no;unknown;25;oct;482;0;174;5;unknown;yes
29;technician;single;tertiary;no;226;yes;no;cellular;15;may;261;1;-1;0;unknown;no
31;retired;single;unknown;no;952;yes;no;unknown;22;dec;565;0;-144;-2;unknown;yes
51;technician;married;secondary;no;117;no;no;cellular;24;aug;467;2;88;4;other;yes
30;technician;divorced;secondary;no;-2674;yes;no;unknown;31;may;263;0;32;0;unknown;yes
30;management;single;unknown;no;2944;yes;no;unknown;18;feb;210;0;38;4;unknown;yes
60;retired;divorced;primary;no;8434;no;no;telephone;2;nov;105;2;-1;0;unknown;no
56;technician;married;secondary;no;5653;yes;no;cellular;18;jan;206;-2;68;2;unknown;no
57;management;married;tertiary;no;388;no;yes;unknown;15;may;262;4;-1;0;unknown;no
33;management;married;secondary;no;5468;yes;no;unknown;4;may;578;5;138;3;unknown;yes
45;management;married;secondary;no;-589;no;no;unknown;18;nov;667;1;-43;-1;other;yes
30;admin.;married;secondary;no;1310;no;no;telephone;27;oct;3284;1;-1;0;unknown;no
46;technician;single;secondary;no;5655;yes;no;unknown;34;may;714;5;143;-3;unknown;yes
43;services;single;tertiary;no;3277;no;no;cellular;18;oct;128;0;-75;1;unknown;no
48;retired;married;tertiary;no;4622;no;yes;telephone;16;may;326;4;-5;1;unknown;yes
46;self-employed;single;tertiary;yes;-806;no;yes;telephone;8;nov;326;5;-2;1;unknown;no
35;technician;married;tertiary;no;7050;no;no;cellular;11;aug;222;3;182;4;success;yes
72;retired;married;primary;no;796;no;no;cellular;24;apr;173;2;-1;0;unknown;no
60;management;married;unknown;no;2463;yes;no;cellular;22;aug;50;-4;39;1;failure;no
47;management;single;tertiary;no;0;no;no;cellular;21;aug;136;2;-1;0;unknown;no
42;management;married;tertiary;no;9261;yes;no;cellular;6;aug;120;2;-1;0;unknown;no
46;unknown;single;secondary;no;-1200;no;no;unknown;19;jul;188;-1;138;0;unknown;no
56;retired;single;tertiary;no;-3230;no;no;cellular;29;jun;9;0;172;0;unknown;no
45;blue-collar;married;tertiary;no;23;yes;yes;cellular;13;may;234;3;-1;0;unknown;no
50;self-employed;married;secondary;no;1857;yes;no;cellular;16;mar;-85;-1;-29;1;unknown;yes
41;technician;married;unknown;no;4721;yes;no;unknown;19;may;408;0;-11;0;failure;yes
40;technician;single;tertiary;no;4285;yes;no;unknown;32;oct;446;5;-6;3;unknown;no
21;management;married;secondary;no;1007;no;yes;unknown;20;jul;302;5;-39;0;unknown;yes
29;management;single;tertiary;no;4331;no;no;cellular;7;jul;611;1;-1;0;unknown;no
37;management;married;tertiary;no;-491;yes;no;cellular;5;feb;80;2;-1;0;unknown;no
29;entrepreneur;married;tertiary;no;2729;no;no;unknown;21;dec;117;1;53;3;unknown;yes
36;unemployed;single;primary;yes;1005;yes;no;cellular;19;may;424;7;281;5;unknown;yes
42;management;married;tertiary;no;3866;yes;no;unknown;20;may;-219;6;29;0;unknown;no
42;technician;married;tertiary;no;1225;no;yes;unknown;19;jul;830;-4;38;-2;unknown;no
36;technician;married;secondary;no;264;yes;yes;cellular;9;jul;482;1;-1;0;unknown;no
30;entrepreneur;married;tertiary;no;3331;no;yes;cellular;20;oct;216;6;37;0;unknown;yes
45;management;married;tertiary;no;-3764;yes;no;cellular;23;aug;108;5;61;-2;unknown;yes
26;technician;married;tertiary;no;1325;no;no;unknown;22;oct;287;0;47;5;unknown;no
41;management;married;secondary;no;3704;yes;no;unknown;18;oct;119;5;-23;1;unknown;yes
47;entrepreneur;married;tertiary;no;2101;yes;no;telephone;13;jun;433;-2;-102;1;unknown;no
46;technician;divorced;secondary;no;-1047;yes;no;unknown;15;jun;236;2;52;-2;failure;no
38;technician;single;unknown;no;2432;yes;no;unknown;20;dec;110;1;48;0;unknown;yes
53;blue-collar;married;tertiary;no;1486;yes;no;unknown;22;aug;324;3;-16;1;unknown;yes
31;technician;married;tertiary;no;1509;no;no;unknown;26;may;134;3;48;2;unknown;no
35;admin.;married;tertiary;no;3133;no;no;cellular;6;oct;359;4;-64;2;unknown;no
55;blue-collar;married;secondary;no;644;no;no;cellular;21;aug;42;3;-1;0;unknown;no
22;technician;married;tertiary;no;1612;yes;yes;unknown;28;jul;204;2;-37;1;unknown;yes
32;blue-collar;married;unknown;no;1267;yes;no;cellular;18;may;66;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-921;no;no;cellular;18;nov;-53;3;57;1;unknown;yes
38;technician;married;tertiary;no;-2310;no;yes;unknown;10;jul;425;0;244;0;unknown;no
36;blue-collar;married;primary;no;-402;no;no;unknown;21;may;173;6;-1;0;unknown;no
33;management;divorced;tertiary;no;4657;no;no;unknown;23;nov;383;8;44;0;unknown;no
36;blue-collar;single;secondary;no;35;yes;no;unknown;3;jun;435;3;-1;0;unknown;no
37;housemaid;married;secondary;no;723;no;no;telephone;28;jan;39;1;-1;0;unknown;no
40;management;married;unknown;no;2009;yes;no;cellular;20;may;19;-2;-224;-4;unknown;yes
28;admin.;married;tertiary;no;2652;no;no;unknown;23;jul;247;4;-128;-3;failure;yes
41;technician;married;tertiary;no;5244;yes;yes;unknown;5;dec;380;3;16;1;unknown;yes
31;management;single;tertiary;no;518;yes;no;cellular;18;may;399;1;-1;0;unknown;no
46;self-employed;married;unknown;no;-257;no;no;cellular;21;nov;104;1;189;2;failure;no
29;management;single;secondary;no;2718;yes;no;cellular;21;dec;333;3;-48;3;unknown;no
31;services;married;secondary;no;407;yes;no;cellular;15;apr;80;3;-1;0;unknown;no
35;technician;single;secondary;no;1227;no;no;cellular;30;jul;1005;5;134;10;success;yes
35;services;single;secondary;no;568;yes;no;unknown;16;may;469;2;-1;0;unknown;no
43;unknown;single;secondary;no;1964;yes;no;unknown;0;jun;342;3;244;0;unknown;yes
42;services;divorced;secondary;no;-5708;no;no;telephone;19;may;92;3;139;-1;unknown;yes
72;admin.;married;tertiary;no;-548;yes;no;unknown;7;may;320;4;-30;-2;unknown;yes
54;entrepreneur;divorced;tertiary;no;-1869;no;no;unknown;0;oct;309;0;-9;-2;unknown;yes
22;management;married;secondary;no;2249;no;no;cellular;3;may;509;0;234;-2;unknown;yes
40;entrepreneur;divorced;secondary;no;-5280;yes;no;unknown;26;jun;128;2;105;0;unknown;yes
39;services;single;tertiary;no;4359;no;no;cellular;12;may;-141;3;170;2;unknown;yes
33;technician;single;secondary;no;541;no;yes;cellular;20;aug;118;2;-1;0;unknown;no
34;management;married;tertiary;no;-4870;yes;no;unknown;21;aug;351;4;-9;6;unknown;yes
35;management;single;tertiary;no;1379;no;no;cellular;20;nov;370;1;-1;0;unknown;no
32;unemployed;married;secondary;no;-4829;no;no;unknown;32;may;583;0;-15;-1;unknown;no
28;blue-collar;married;primary;no;4424;yes;yes;unknown;13;oct;878;4;-26;0;unknown;yes
56;unemployed;married;secondary;no;660;yes;no;unknown;6;jun;72;3;-1;0;unknown;no
47;unknown;divorced;secondary;no;483;yes;no;unknown;16;may;292;4;-22;3;unknown;no
29;admin.;single;tertiary;no;1501;yes;no;cellular;18;may;316;1;-1;0;unknown;no
42;management;single;tertiary;yes;3867;yes;no;unknown;35;may;312;8;53;0;failure;yes
38;unemployed;married;tertiary;no;7144;no;no;unknown;12;may;351;5;318;5;failure;yes
39;retired;married;secondary;no;4766;yes;no;unknown;14;jun;215;-2;-8;0;unknown;yes
28;entrepreneur;single;tertiary;no;-3218;yes;no;cellular;26;aug;404;0;-133;4;failure;no
42;unknown;married;secondary;no;-4175;yes;no;cellular;13;may;615;5;48;3;other;no
37;technician;single;tertiary;no;2906;yes;no;unknown;8;may;538;7;46;-3;unknown;no
42;management;married;secondary;no;207;no;no;unknown;8;apr;-244;0;-66;0;unknown;yes
48;blue-collar;single;secondary;no;473;yes;yes;cellular;6;aug;534;4;-121;1;success;no
48;unknown;single;tertiary;no;-2005;no;yes;unknown;21;aug;809;3;3;2;failure;no
37;blue-collar;married;secondary;no;723;yes;no;cellular;18;nov;119;1;110;2;failure;no
28;technician;divorced;tertiary;no;5129;yes;no;cellular;20;jul;439;2;-47;0;other;yes
51;technician;married;secondary;no;2167;yes;no;unknown;12;oct;423;0;-50;-2;unknown;yes
50;technician;married;secondary;no;3331;yes;no;cellular;18;may;122;0;18;3;unknown;yes
27;entrepreneur;married;unknown;no;2071;yes;no;unknown;0;jun;734;2;48;1;unknown;no
34;management;married;tertiary;no;4924;yes;yes;unknown;16;jul;381;1;57;0;failure;no
38;entrepreneur;married;tertiary;no;-3172;no;no;cellular;23;may;148;0;-69;0;unknown;no
46;technician;married;primary;no;-1642;no;no;unknown;8;oct;-104;1;127;2;unknown;no
44;management;married;tertiary;no;336;yes;no;unknown;9;jun;393;3;-24;2;unknown;yes
28;management;single;tertiary;no;111;yes;yes;cellular;28;jul;230;2;-1;0;unknown;no
41;blue-collar;married;tertiary;no;4667;yes;no;unknown;20;nov;453;-1;36;0;unknown;no
49;blue-collar;single;secondary;no;3631;yes;no;unknown;14;dec;154;1;70;-5;other;yes
32;unemployed;married;tertiary;no;-2171;yes;no;unknown;20;may;343;7;116;-2;unknown;no
34;entrepreneur;married;secondary;no;1841;no;no;unknown;2;may;-64;6;62;0;unknown;yes
54;entrepreneur;married;tertiary;no;3971;yes;no;unknown;13;may;-203;-4;39;0;unknown;yes
51;entrepreneur;single;secondary;no;1627;no;yes;unknown;14;jun;573;3;146;1;unknown;no
43;admin.;married;secondary;no;2;yes;yes;cellular;22;jul;254;1;-1;0;unknown;no
31;management;married;tertiary;no;-235;yes;no;cellular;20;apr;546;2;-1;0;unknown;no
55;blue-collar;single;tertiary;no;-1137;no;no;telephone;17;jul;574;3;-37;1;failure;yes
46;unknown;married;tertiary;no;-589;yes;no;unknown;16;oct;458;8;15;-2;failure;no
40;technician;single;primary;no;340;yes;no;unknown;29;may;146;1;-1;0;unknown;no
51;technician;married;secondary;no;330;yes;no;unknown;13;may;72;4;-1;0;unknown;no
37;entrepreneur;divorced;tertiary;no;-2047;yes;no;unknown;11;jul;83;6;93;2;unknown;yes
61;retired;married;primary;no;103;no;no;cellular;7;dec;292;1;-1;0;unknown;no
37;entrepreneur;divorced;unknown;no;7696;yes;yes;cellular;6;jul;197;5;148;1;unknown;yes
33;housemaid;single;primary;no;39;yes;no;cellular;16;jul;332;3;-1;0;unknown;no
27;technician;single;tertiary;no;4040;yes;no;unknown;8;nov;-201;1;-152;0;unknown;yes
29;housemaid;single;tertiary;no;2111;yes;yes;unknown;18;may;61;8;45;0;other;no
36;retired;married;tertiary;no;7746;yes;no;cellular;14;may;386;6;91;4;unknown;yes
31;housemaid;married;tertiary;yes;41;no;no;cellular;27;may;639;9;-70;1;failure;no
28;entrepreneur;married;secondary;no;646;no;yes;unknown;19;may;306;2;58;-3;unknown;no
43;entrepreneur;married;tertiary;no;3208;no;no;unknown;12;may;452;3;199;0;unknown;yes
60;retired;divorced;secondary;no;543;no;no;unknown;24;jun;246;-6;98;0;unknown;no
44;management;single;primary;no;-1145;yes;no;unknown;2;may;410;3;-27;0;unknown;no
47;unknown;single;secondary;no;2687;no;no;cellular;24;jan;101;1;-108;2;success;yes
66;unemployed;divorced;unknown;no;4444;yes;no;unknown;24;may;279;0;-11;1;unknown;no
44;admin.;married;secondary;no;1497;no;no;unknown;9;jun;60;1;-1;0;unknown;no
55;unemployed;single;tertiary;no;-1643;no;yes;unknown;0;nov;539;6;-77;5;unknown;no
60;services;married;tertiary;no;1103;no;no;cellular;26;may;211;0;-83;-2;unknown;no
53;entrepreneur;married;tertiary;no;4;no;no;unknown;31;dec;392;0;118;-2;unknown;no
44;management;divorced;tertiary;no;955;no;no;cellular;20;jun;122;1;82;2;unknown;yes
51;blue-collar;married;secondary;no;22;yes;no;unknown;16;may;336;2;-1;0;unknown;no
48;blue-collar;married;primary;no;346;yes;no;cellular;20;apr;188;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;382;yes;no;telephone;17;apr;218;2;-1;0;unknown;no
46;retired;married;primary;no;1374;no;yes;unknown;14;may;22;3;-1;0;unknown;no
23;admin.;married;secondary;no;-1895;no;no;unknown;9;may;-26;5;138;1;unknown;yes
49;services;married;primary;no;1830;yes;no;cellular;15;feb;136;1;-1;0;unknown;yes
47;entrepreneur;married;tertiary;no;-1691;yes;no;unknown;19;aug;562;3;97;0;unknown;yes
36;unknown;married;tertiary;no;-2065;yes;no;cellular;21;may;665;1;-5;0;unknown;yes
27;blue-collar;married;secondary;no;3232;no;no;telephone;10;nov;349;7;-27;-1;unknown;no
34;technician;married;tertiary;no;7138;yes;no;cellular;5;nov;227;0;138;3;unknown;no
38;technician;single;unknown;no;-5675;yes;no;unknown;34;nov;-110;2;41;-1;unknown;no
27;technician;married;unknown;no;-343;no;yes;unknown;9;jan;274;0;122;0;other;yes
17;unemployed;divorced;secondary;no;-81;no;no;cellular;10;dec;384;8;142;3;unknown;no
55;blue-collar;married;tertiary;no;-1533;no;no;cellular;18;aug;-293;6;81;2;success;no
47;entrepreneur;married;secondary;no;3683;no;yes;unknown;9;aug;218;0;31;4;unknown;yes
35;technician;divorced;unknown;no;75;yes;no;cellular;28;nov;-301;7;97;1;unknown;no
40;retired;single;tertiary;no;1295;yes;no;unknown;23;jul;58;2;173;0;unknown;yes
41;self-employed;single;primary;no;-2446;yes;no;cellular;33;may;348;3;80;5;other;no
47;unemployed;married;tertiary;no;-2113;yes;no;unknown;27;aug;253;7;-11;2;unknown;yes
38;blue-collar;married;primary;no;-537;yes;no;unknown;2;jun;171;1;-1;0;unknown;no
42;entrepreneur;married;tertiary;no;3885;yes;no;unknown;17;oct;-198;4;-105;3;unknown;yes
48;management;married;primary;no;247;yes;yes;unknown;14;may;145;1;-1;0;unknown;no
29;technician;married;tertiary;no;833;yes;yes;cellular;13;aug;590;5;98;0;unknown;no
52;unemployed;single;secondary;no;2030;yes;yes;unknown;11;may;526;3;74;2;unknown;yes
52;management;married;tertiary;no;7721;yes;no;unknown;4;may;45;4;46;1;unknown;no
55;services;married;unknown;no;-45;yes;no;unknown;16;may;764;7;-1;0;unknown;no
42;admin.;married;secondary;no;-465;no;yes;cellular;23;jul;102;1;-1;0;unknown;no
52;technician;married;unknown;no;-2727;no;no;cellular;9;jul;27;6;161;1;unknown;yes
46;blue-collar;married;secondary;no;961;yes;no;telephone;17;apr;48;2;-1;0;unknown;no
39;admin.;married;secondary;no;709;no;no;unknown;4;may;-48;4;-119;3;unknown;yes
51;management;married;secondary;no;944;yes;no;unknown;18;may;110;1;31;-3;unknown;no
27;technician;single;secondary;no;2430;yes;no;unknown;28;may;297;1;-1;0;unknown;no
54;self-employed;single;secondary;no;2271;no;yes;unknown;13;dec;-183;6;73;0;unknown;no
37;management;married;secondary;no;6304;no;no;cellular;30;jul;19;-1;103;2;unknown;no
38;services;divorced;primary;no;0;yes;no;cellular;20;apr;355;3;151;3;failure;no
26;blue-collar;single;secondary;no;5;no;no;telephone;8;jul;54;3;-1;0;unknown;no
48;technician;married;tertiary;no;9207;no;no;cellular;18;aug;445;3;-1;0;unknown;no
35;admin.;married;secondary;no;498;yes;no;unknown;21;may;248;1;-1;0;unknown;no
37;retired;married;tertiary;no;1773;no;no;unknown;17;jul;419;5;65;0;failure;no
27;student;single;tertiary;no;5169;yes;no;cellular;3;sep;431;1;466;3;success;yes
34;admin.;married;tertiary;no;37;no;no;cellular;6;feb;45;1;-1;0;unknown;no
28;management;single;tertiary;no;1195;yes;no;unknown;14;jul;551;5;-143;3;unknown;yes
34;blue-collar;single;secondary;no;1239;yes;no;cellular;18;jul;90;1;-1;0;unknown;no
40;admin.;married;secondary;no;-491;no;yes;unknown;17;nov;155;6;122;-1;unknown;no
49;self-employed;married;secondary;no;1;yes;no;unknown;6;may;260;3;-1;0;unknown;no
39;management;married;secondary;no;-414;no;no;unknown;12;may;246;2;78;5;unknown;yes
55;admin.;married;tertiary;no;4016;yes;no;unknown;9;jul;515;4;-25;0;unknown;yes
43;unknown;single;unknown;no;1054;yes;no;unknown;7;may;-159;6;41;-1;unknown;yes
32;blue-collar;single;unknown;no;3947;yes;no;unknown;11;aug;382;-2;354;0;unknown;yes
49;unknown;single;secondary;no;-783;yes;no;cellular;35;nov;201;3;121;3;unknown;no
40;unemployed;married;tertiary;no;2135;yes;no;cellular;5;feb;171;5;230;1;failure;no
45;management;married;tertiary;no;1274;yes;yes;cellular;6;dec;172;8;24;2;unknown;no
27;technician;divorced;secondary;no;1977;yes;no;cellular;22;may;449;1;-1;0;unknown;yes
59;blue-collar;married;primary;no;11066;no;no;telephone;14;apr;86;6;-1;0;unknown;no
